Operacao,Ocupacao
962,93
963,94
964,95
965,96
966,97
967,98
968,97
969,98
970,99
971,98
972,99
973,100
974,99
975,98
976,97
977,96
978,95
979,94
980,93
981,92
982,91
983,90
984,89
985,88
986,87
987,86
988,85
989,84
990,83
991,82
992,81
993,80
994,79
995,78
996,77
997,76
998,75
999,76
1000,77
1001,78
1002,79
1003,80
1004,81
1005,82
1006,83
1007,84
1008,85
1009,86
1010,87
1011,88
1012,89
1013,90
1014,91
1015,92
1016,93
1017,94
1018,95
1019,96
1020,97
1021,98
1022,99
1023,100
1024,99
1025,98
1026,97
1027,96
1028,95
1029,94
1030,93
1031,92
1032,91
1033,92
1034,93
1035,94
1036,95
1037,96
1038,97
1039,96
1040,97
1041,96
1042,97
1043,98
1044,99
1045,100
1046,99
1047,100
1048,99
1049,98
1050,97
1051,96
1052,95
1053,94
1054,93
1055,92
1056,93
1057,94
1058,95
1059,96
1060,97
1061,98
1062,99
1063,100
1064,99
1065,98
1066,97
1067,96
1068,95
1069,94
1070,93
1071,94
1072,95
1073,96
1074,97
1075,98
1076,99
1077,100
1078,99
1079,98
1080,97
1081,96
1082,95
1083,94
1084,93
1085,92
1086,91
1087,90
1088,89
1089,88
1090,89
1091,88
1092,89
1093,88
1094,89
1095,90
1096,91
1097,90
1098,91
1099,92
1100,93
1101,94
1102,95
1103,96
1104,97
1105,98
1106,99
1107,100
1108,99
1109,98
1110,97
1111,96
1112,95
1113,94
1114,93
1115,92
1116,91
1117,90
1118,89
1119,88
1120,87
1121,86
1122,85
1123,84
1124,83
1125,82
1126,81
1127,80
1128,79
1129,78
1130,77
1131,76
1132,77
1133,76
1134,77
1135,78
1136,79
1137,80
1138,79
1139,80
1140,79
1141,78
1142,77
1143,76
1144,77
1145,78
1146,79
1147,80
1148,81
1149,82
1150,83
1151,84
1152,85
1153,86
1154,87
1155,88
1156,89
1157,90
1158,91
1159,92
1160,93
1161,94
1162,95
1163,96
1164,97
1165,98
1166,99
1167,100
1168,99
1169,98
1170,97
1171,96
1172,95
1173,94
1174,93
1175,92
1176,91
1177,90
1178,89
1179,88
1180,87
1181,86
1182,85
1183,86
1184,87
1185,88
1186,87
1187,86
1188,85
1189,84
1190,83
1191,84
1192,85
1193,86
1194,87
1195,88
1196,89
1197,90
1198,91
1199,90
1200,91
1201,90
1202,89
1203,88
1204,87
1205,86
1206,85
1207,84
1208,85
1209,84
1210,85
1211,86
1212,87
1213,88
1214,89
1215,90
1216,91
1217,92
1218,91
1219,92
1220,93
1221,94
1222,95
1223,96
1224,97
1225,98
1226,99
1227,100
1228,99
1229,98
1230,97
1231,96
1232,95
1233,94
1234,93
1235,92
1236,91
1237,90
1238,89
1239,88
1240,87
1241,86
1242,85
1243,84
1244,83
1245,82
1246,81
1247,80
1248,79
1249,78
1250,77
1251,76
1252,75
1253,74
1254,73
1255,72
1256,71
1257,70
1258,69
1259,68
1260,67
1261,66
1262,65
1263,66
1264,67
1265,68
1266,69
1267,70
1268,71
1269,72
1270,73
1271,74
1272,75
1273,76
1274,77
1275,78
1276,79
1277,80
1278,81
1279,82
1280,83
1281,84
1282,85
1283,86
1284,87
1285,88
1286,89
1287,90
1288,91
1289,92
1290,93
1291,94
1292,95
1293,96
1294,97
1295,98
1296,99
1297,100
1298,99
1299,100
1300,99
1301,100
1302,99
1303,98
1304,97
1305,96
1306,95
1307,94
1308,93
1309,92
1310,91
1311,90
1312,89
1313,88
1314,87
1315,86
1316,87
1317,88
1318,89
1319,90
1320,91
1321,92
1322,93
1323,94
1324,95
1325,96
1326,97
1327,98
1328,99
1329,100
1330,99
1331,98
1332,97
1333,96
1334,95
1335,94
1336,93
1337,92
1338,91
1339,90
1340,89
1341,88
1342,87
1343,86
1344,85
1345,86
1346,87
1347,88
1348,89
1349,90
1350,91
1351,92
1352,93
1353,94
1354,95
1355,96
1356,97
1357,98
1358,99
1359,100
1360,99
1361,98
1362,97
1363,96
1364,95
1365,94
1366,93
1367,92
1368,91
1369,90
1370,89
1371,88
1372,87
1373,86
1374,85
1375,84
1376,83
1377,82
1378,81
1379,80
1380,79
1381,78
1382,77
1383,76
1384,75
1385,74
1386,73
1387,72
1388,71
1389,70
1390,69
1391,68
1392,67
1393,66
1394,65
1395,64
1396,63
1397,62
1398,61
1399,60
1400,59
1401,58
1402,57
1403,56
1404,55
1405,54
1406,53
1407,52
1408,51
1409,50
1410,49
1411,48
1412,47
1413,46
1414,45
1415,44
1416,43
1417,42
1418,41
1419,40
1420,39
1421,38
1422,37
1423,36
1424,35
1425,34
1426,33
1427,32
1428,31
1429,30
1430,29
1431,28
1432,27
1433,26
1434,25
1435,24
1436,23
1437,22
1438,21
1439,20
1440,19
1441,18
1442,17
1443,16
1444,15
1445,14
1446,13
1447,12
1448,11
1449,10
1450,9
1451,8
1452,7
1453,6
1454,5
1455,4
1456,3
1457,2
1458,1
1459,0
1460,1
1461,2
1462,3
1463,4
1464,5
1465,6
1466,7
1467,8
1468,9
1469,10
1470,11
1471,12
1472,13
1473,14
1474,15
1475,16
1476,17
1477,18
1478,19
1479,20
1480,21
1481,22
1482,23
1483,24
1484,25
1485,26
1486,27
1487,28
1488,29
1489,30
1490,31
1491,32
1492,33
1493,34
1494,35
1495,36
1496,37
1497,38
1498,39
1499,38
1500,37
1501,38
1502,39
1503,40
1504,41
1505,42
1506,43
1507,44
1508,45
1509,46
1510,47
1511,46
1512,45
1513,44
1514,43
1515,44
1516,43
1517,44
1518,45
1519,46
1520,47
1521,48
1522,49
1523,50
1524,49
1525,50
1526,51
1527,52
1528,53
1529,54
1530,55
1531,56
1532,57
1533,58
1534,59
1535,60
1536,61
1537,62
1538,63
1539,64
1540,65
1541,66
1542,67
1543,68
1544,69
1545,70
1546,71
1547,72
1548,73
1549,74
1550,75
1551,76
1552,77
1553,78
1554,79
1555,80
1556,81
1557,82
1558,83
1559,84
1560,85
1561,86
1562,87
1563,88
1564,89
1565,90
1566,91
1567,92
1568,93
1569,94
1570,95
1571,96
1572,97
1573,96
1574,95
1575,94
1576,95
1577,96
1578,97
1579,98
1580,97
1581,98
1582,97
1583,96
1584,97
1585,96
1586,95
1587,94
1588,93
1589,92
1590,93
1591,94
1592,95
1593,96
1594,97
1595,98
1596,99
1597,100
1598,99
1599,100
1600,99
1601,100
1602,99
1603,100
1604,99
1605,98
1606,99
1607,100
1608,99
1609,100
1610,99
1611,98
1612,97
1613,96
1614,95
1615,94
1616,93
1617,92
1618,91
1619,90
1620,89
1621,88
1622,87
1623,86
1624,87
1625,88
1626,89
1627,90
1628,91
1629,92
1630,93
1631,94
1632,95
1633,96
1634,97
1635,98
1636,99
1637,100
1638,99
1639,98
1640,97
1641,96
1642,95
1643,94
1644,93
1645,92
1646,91
1647,90
1648,89
1649,90
1650,91
1651,92
1652,93
1653,94
1654,95
1655,96
1656,97
1657,96
1658,95
1659,94
1660,93
1661,92
1662,91
1663,90
1664,89
1665,90
1666,91
1667,92
1668,93
1669,92
1670,91
1671,92
1672,93
1673,94
1674,95
1675,94
1676,93
1677,92
1678,91
1679,90
1680,91
1681,92
1682,93
1683,94
1684,93
1685,92
1686,91
1687,92
1688,93
1689,94
1690,95
1691,96
1692,97
1693,98
1694,97
1695,98
1696,97
1697,98
1698,97
1699,98
1700,97
1701,96
1702,97
1703,98
1704,99
1705,100
1706,99
1707,98
1708,97
1709,96
1710,95
1711,96
1712,95
1713,94
1714,93
1715,92
1716,91
1717,90
1718,89
1719,90
1720,91
1721,92
1722,93
1723,94
1724,95
1725,96
1726,97
1727,98
1728,99
1729,100
1730,99
1731,98
1732,97
1733,96
1734,95
1735,94
1736,93
1737,92
1738,91
1739,90
1740,89
1741,88
1742,87
1743,88
1744,89
1745,90
1746,91
1747,92
1748,93
1749,94
1750,93
1751,94
1752,95
1753,96
1754,97
1755,98
1756,99
1757,100
1758,99
1759,98
1760,97
1761,96
1762,95
1763,94
1764,93
1765,94
1766,95
1767,96
1768,97
1769,98
1770,99
1771,100
1772,99
1773,98
1774,97
1775,96
1776,95
1777,94
1778,93
1779,92
1780,91
1781,90
1782,91
1783,92
1784,93
1785,94
1786,95
1787,96
1788,97
1789,98
1790,99
1791,100
1792,99
1793,98
1794,97
1795,96
1796,95
1797,94
1798,95
1799,96
1800,97
1801,98
1802,99
1803,100
1804,99
1805,100
1806,99
1807,98
1808,99
1809,98
1810,99
1811,100
1812,99
1813,98
1814,97
1815,96
1816,95
1817,94
1818,95
1819,96
1820,97
1821,98
1822,99
1823,98
1824,97
1825,96
1826,97
1827,98
1828,99
1829,100
1830,99
1831,98
1832,97
1833,96
1834,95
1835,96
1836,97
1837,98
1838,99
1839,98
1840,99
1841,100
1842,99
1843,100
1844,99
1845,100
1846,99
1847,98
1848,99
1849,98
1850,97
1851,96
1852,95
1853,94
1854,93
1855,92
1856,91
1857,92
1858,93
1859,94
1860,95
1861,96
1862,97
1863,98
1864,99
1865,100
1866,99
1867,98
1868,97
1869,96
1870,95
1871,94
1872,93
1873,92
1874,91
1875,90
1876,89
1877,90
1878,91
1879,92
1880,93
1881,92
1882,91
1883,92
1884,93
1885,94
1886,95
1887,96
1888,97
1889,98
1890,97
1891,98
1892,99
1893,98
1894,97
1895,96
1896,97
1897,98
1898,99
1899,100
1900,99
1901,98
1902,97
1903,96
1904,95
1905,96
1906,97
1907,98
1908,99
1909,100
1910,99
1911,98
1912,99
1913,100
1914,99
1915,98
1916,97
1917,96
1918,95
1919,94
1920,93
1921,92
1922,91
1923,90
1924,91
1925,90
1926,91
1927,90
1928,91
1929,92
1930,93
1931,94
1932,95
1933,96
1934,97
1935,98
1936,99
1937,100
1938,99
1939,98
1940,97
1941,96
1942,95
1943,94
1944,93
1945,92
1946,91
1947,90
1948,89
1949,90
1950,91
1951,92
1952,93
1953,94
1954,95
1955,94
1956,95
1957,96
1958,95
1959,94
1960,95
1961,94
1962,93
1963,92
1964,91
1965,90
1966,89
1967,88
1968,87
1969,86
1970,87
1971,86
1972,85
1973,86
1974,85
1975,84
1976,83
1977,82
1978,83
1979,84
1980,85
1981,86
1982,87
1983,88
1984,89
1985,90
1986,91
1987,92
1988,93
1989,94
1990,95
1991,96
1992,97
1993,98
1994,99
1995,100
1996,99
1997,98
1998,97
1999,96
2000,95
2001,94
2002,93
2003,92
2004,91
2005,92
2006,93
2007,94
2008,95
2009,96
2010,95
2011,94
2012,93
2013,92
2014,91
2015,92
2016,91
2017,90
2018,89
2019,88
2020,87
2021,86
2022,85
2023,84
2024,85
2025,84
2026,85
2027,86
2028,87
2029,88
2030,89
2031,90
2032,91
2033,92
2034,93
2035,94
2036,95
2037,96
2038,97
2039,98
2040,99
2041,100
2042,99
2043,98
2044,97
2045,96
2046,95
2047,94
2048,93
2049,92
2050,91
2051,90
2052,89
2053,88
2054,87
2055,86
2056,85
2057,84
2058,83
2059,82
2060,81
2061,80
2062,79
2063,78
2064,77
2065,76
2066,75
2067,74
2068,73
2069,72
2070,71
2071,70
2072,69
2073,68
2074,67
2075,66
2076,65
2077,64
2078,63
2079,62
2080,61
2081,60
2082,59
2083,58
2084,57
2085,56
2086,55
2087,54
2088,53
2089,52
2090,51
2091,50
2092,49
2093,48
2094,47
2095,46
2096,45
2097,44
2098,43
2099,42
2100,41
2101,40
2102,39
2103,38
2104,37
2105,36
2106,35
2107,34
2108,33
2109,32
2110,31
2111,30
2112,29
2113,28
2114,27
2115,26
2116,25
2117,24
2118,23
2119,22
2120,23
2121,22
2122,21
2123,20
2124,19
2125,18
2126,19
2127,18
2128,19
2129,20
2130,21
2131,22
2132,23
2133,24
2134,25
2135,26
2136,27
2137,28
2138,29
2139,30
2140,31
2141,32
2142,33
2143,34
2144,35
2145,36
2146,37
2147,38
2148,39
2149,40
2150,41
2151,42
2152,43
2153,44
2154,45
2155,46
2156,47
2157,48
2158,49
2159,50
2160,49
2161,50
2162,49
2163,48
2164,49
2165,48
2166,49
2167,50
2168,51
2169,52
2170,53
2171,54
2172,53
2173,52
2174,53
2175,52
2176,51
2177,50
2178,49
2179,48
2180,47
2181,48
2182,49
2183,50
2184,51
2185,52
2186,53
2187,54
2188,55
2189,56
2190,57
2191,58
2192,59
2193,60
2194,61
2195,62
2196,63
2197,64
2198,65
2199,66
2200,67
2201,68
2202,69
2203,70
2204,71
2205,72
2206,73
2207,74
2208,75
2209,76
2210,77
2211,78
2212,79
2213,80
2214,81
2215,82
2216,83
2217,84
2218,85
2219,86
2220,87
2221,88
2222,89
2223,90
2224,91
2225,92
2226,93
2227,92
2228,93
2229,94
2230,95
2231,94
2232,93
2233,92
2234,93
2235,92
2236,93
2237,94
2238,95
2239,96
2240,97
2241,96
2242,97
2243,96
2244,95
2245,94
2246,93
2247,92
2248,91
2249,90
2250,89
2251,90
2252,89
2253,90
2254,91
2255,92
2256,93
2257,92
2258,93
2259,92
2260,93
2261,94
2262,95
2263,96
2264,97
2265,98
2266,99
2267,100
2268,99
2269,98
2270,97
2271,96
2272,95
2273,94
2274,93
2275,92
2276,91
2277,90
2278,89
2279,90
2280,91
2281,92
2282,93
2283,94
2284,95
2285,96
2286,95
2287,96
2288,95
2289,94
2290,93
2291,94
2292,95
2293,96
2294,97
2295,98
2296,99
2297,100
2298,99
2299,98
2300,97
2301,96
2302,95
2303,94
2304,93
2305,92
2306,91
2307,90
2308,89
2309,88
2310,87
2311,86
2312,85
2313,84
2314,83
2315,82
2316,81
2317,80
2318,79
2319,78
2320,77
2321,76
2322,75
2323,74
2324,73
2325,72
2326,71
2327,70
2328,69
2329,68
2330,67
2331,66
2332,65
2333,64
2334,63
2335,62
2336,63
2337,64
2338,63
2339,64
2340,63
2341,62
2342,61
2343,60
2344,59
2345,58
2346,59
2347,60
2348,59
2349,60
2350,59
2351,60
2352,61
2353,62
2354,63
2355,64
2356,65
2357,66
2358,67
2359,68
2360,69
2361,70
2362,71
2363,72
2364,73
2365,74
2366,75
2367,76
2368,77
2369,78
2370,79
2371,80
2372,81
2373,82
2374,83
2375,84
2376,85
2377,86
2378,87
2379,88
2380,89
2381,90
2382,91
2383,92
2384,93
2385,94
2386,95
2387,96
2388,97
2389,98
2390,99
2391,100
2392,99
2393,98
2394,97
2395,96
2396,95
2397,94
2398,93
2399,92
2400,93
2401,94
2402,95
2403,96
2404,97
2405,98
2406,99
2407,100
2408,99
2409,98
2410,97
2411,96
2412,95
2413,94
2414,93
2415,92
2416,91
2417,90
2418,89
2419,88
2420,87
2421,86
2422,85
2423,86
2424,85
2425,86
2426,87
2427,88
2428,89
2429,90
2430,91
2431,92
2432,93
2433,92
2434,93
2435,94
2436,95
2437,96
2438,97
2439,96
2440,95
2441,94
2442,93
2443,92
2444,91
2445,92
2446,93
2447,94
2448,93
2449,92
2450,91
2451,90
2452,89
2453,90
2454,91
2455,92
2456,93
2457,94
2458,95
2459,96
2460,97
2461,98
2462,99
2463,100
2464,99
2465,98
2466,97
2467,96
2468,95
2469,94
2470,93
2471,92
2472,91
2473,90
2474,89
2475,88
2476,87
2477,88
2478,89
2479,90
2480,91
2481,92
2482,93
2483,94
2484,95
2485,96
2486,97
2487,98
2488,99
2489,100
2490,99
2491,98
2492,97
2493,96
2494,95
2495,94
2496,95
2497,96
2498,97
2499,98
2500,99
2501,100
2502,99
2503,98
2504,97
2505,96
2506,95
2507,94
2508,93
2509,92
2510,91
2511,90
2512,89
2513,88
2514,87
2515,86
2516,87
2517,88
2518,89
2519,90
2520,91
2521,92
2522,93
2523,94
2524,95
2525,96
2526,97
2527,98
2528,99
2529,100
2530,99
2531,98
2532,97
2533,96
2534,95
2535,94
2536,93
2537,92
2538,91
2539,90
2540,89
2541,88
2542,87
2543,88
2544,89
2545,90
2546,91
2547,92
2548,91
2549,92
2550,91
2551,92
2552,93
2553,94
2554,95
2555,96
2556,97
2557,98
2558,99
2559,100
2560,99
2561,98
2562,97
2563,96
2564,95
2565,94
2566,93
2567,92
2568,91
2569,90
2570,89
2571,88
2572,87
2573,86
2574,85
2575,84
2576,83
2577,84
2578,85
2579,86
2580,87
2581,88
2582,89
2583,90
2584,89
2585,90
2586,89
2587,90
2588,89
2589,90
2590,91
2591,92
2592,93
2593,94
2594,95
2595,96
2596,97
2597,98
2598,99
2599,100
2600,99
2601,98
2602,97
2603,96
2604,95
2605,94
2606,93
2607,92
2608,91
2609,90
2610,91
2611,90
2612,91
2613,90
2614,91
2615,90
2616,91
2617,90
2618,91
2619,90
2620,91
2621,92
2622,93
2623,94
2624,95
2625,96
2626,97
2627,98
2628,99
2629,98
2630,99
2631,98
2632,99
2633,98
2634,99
2635,100
2636,99
2637,98
2638,97
2639,96
2640,95
2641,94
2642,95
2643,94
2644,95
2645,94
2646,95
2647,94
2648,95
2649,96
2650,97
2651,98
2652,99
2653,98
2654,99
2655,100
2656,99
2657,100
2658,99
2659,98
2660,99
2661,100
2662,99
2663,98
2664,97
2665,96
2666,95
2667,94
2668,93
2669,92
2670,91
2671,90
2672,89
2673,88
2674,89
2675,88
2676,89
2677,88
2678,87
2679,86
2680,85
2681,84
2682,83
2683,82
2684,81
2685,80
2686,81
2687,82
2688,83
2689,84
2690,85
2691,86
2692,87
2693,88
2694,89
2695,90
2696,91
2697,92
2698,93
2699,94
2700,95
2701,96
2702,97
2703,98
2704,99
2705,100
2706,99
2707,98
2708,97
2709,96
2710,95
2711,94
2712,93
2713,92
2714,91
2715,90
2716,89
2717,88
2718,87
2719,88
2720,89
2721,88
2722,89
2723,88
2724,89
2725,88
2726,89
2727,90
2728,91
2729,92
2730,93
2731,94
2732,93
2733,94
2734,95
2735,96
2736,97
2737,98
2738,99
2739,98
2740,99
2741,100
2742,99
2743,100
2744,99
2745,98
2746,97
2747,96
2748,95
2749,94
2750,93
2751,92
2752,91
2753,90
2754,89
2755,88
2756,87
2757,86
2758,85
2759,84
2760,83
2761,82
2762,81
2763,80
2764,81
2765,80
2766,79
2767,78
2768,79
2769,80
2770,81
2771,82
2772,83
2773,84
2774,85
2775,86
2776,87
2777,88
2778,89
2779,90
2780,91
2781,92
2782,93
2783,94
2784,95
2785,96
2786,97
2787,98
2788,99
2789,100
2790,99
2791,98
2792,97
2793,96
2794,95
2795,94
2796,93
2797,92
2798,91
2799,92
2800,93
2801,94
2802,95
2803,96
2804,97
2805,98
2806,99
2807,100
2808,99
2809,98
2810,97
2811,96
2812,95
2813,94
2814,93
2815,92
2816,91
2817,92
2818,93
2819,94
2820,95
2821,96
2822,97
2823,98
2824,99
2825,100
2826,99
2827,98
2828,97
2829,96
2830,95
2831,94
2832,93
2833,92
2834,91
2835,90
2836,91
2837,90
2838,91
2839,92
2840,93
2841,92
2842,93
2843,94
2844,95
2845,96
2846,97
2847,98
2848,99
2849,98
2850,99
2851,100
2852,99
2853,98
2854,97
2855,96
2856,95
2857,94
2858,93
2859,92
2860,91
2861,92
2862,93
2863,94
2864,95
2865,96
2866,97
2867,98
2868,97
2869,98
2870,99
2871,100
2872,99
2873,98
2874,99
2875,100
2876,99
2877,100
2878,99
2879,98
2880,97
2881,96
2882,95
2883,94
2884,93
2885,92
2886,91
2887,90
2888,91
2889,92
2890,93
2891,94
2892,95
2893,96
2894,97
2895,96
2896,95
2897,94
2898,95
2899,96
2900,97
2901,96
2902,95
2903,94
2904,93
2905,92
2906,91
2907,90
2908,89
2909,88
2910,87
2911,88
2912,89
2913,90
2914,91
2915,92
2916,93
2917,94
2918,95
2919,96
2920,97
2921,98
2922,99
2923,100
2924,99
2925,98
2926,97
2927,96
2928,95
2929,94
2930,93
2931,92
2932,91
2933,90
2934,89
2935,90
2936,91
2937,92
2938,93
2939,94
2940,95
2941,96
2942,95
2943,94
2944,93
2945,94
2946,93
2947,92
2948,91
2949,90
2950,89
2951,88
2952,87
2953,88
2954,87
2955,88
2956,89
2957,90
2958,91
2959,92
2960,93
2961,94
2962,95
2963,96
2964,97
2965,96
2966,95
2967,96
2968,95
2969,94
2970,93
2971,92
2972,91
2973,90
2974,89
2975,88
2976,87
2977,86
2978,87
2979,88
2980,89
2981,90
2982,91
2983,92
2984,93
2985,94
2986,95
2987,96
2988,97
2989,98
2990,99
2991,100
2992,99
2993,98
2994,97
