Operacao,Ocupacao
962,57
963,58
964,59
965,60
966,61
967,62
968,63
969,64
970,63
971,62
972,61
973,62
974,61
975,60
976,59
977,58
978,57
979,56
980,55
981,54
982,53
983,52
984,51
985,50
986,49
987,48
988,47
989,46
990,45
991,44
992,43
993,42
994,41
995,40
996,39
997,38
998,37
999,36
1000,35
1001,34
1002,33
1003,32
1004,31
1005,30
1006,29
1007,28
1008,27
1009,26
1010,25
1011,24
1012,23
1013,22
1014,21
1015,20
1016,19
1017,18
1018,17
1019,16
1020,15
1021,16
1022,17
1023,18
1024,19
1025,20
1026,21
1027,22
1028,23
1029,24
1030,25
1031,26
1032,27
1033,28
1034,29
1035,30
1036,31
1037,32
1038,33
1039,34
1040,35
1041,36
1042,37
1043,38
1044,39
1045,40
1046,41
1047,42
1048,43
1049,44
1050,45
1051,46
1052,47
1053,48
1054,49
1055,50
1056,51
1057,52
1058,53
1059,54
1060,55
1061,56
1062,57
1063,58
1064,59
1065,60
1066,61
1067,62
1068,63
1069,64
1070,65
1071,66
1072,67
1073,68
1074,69
1075,70
1076,71
1077,72
1078,73
1079,74
1080,75
1081,76
1082,77
1083,78
1084,79
1085,80
1086,81
1087,82
1088,83
1089,84
1090,85
1091,86
1092,87
1093,88
1094,89
1095,90
1096,91
1097,92
1098,93
1099,94
1100,95
1101,96
1102,97
1103,98
1104,99
1105,98
1106,97
1107,96
1108,95
1109,94
1110,93
1111,92
1112,91
1113,90
1114,89
1115,88
1116,87
1117,86
1118,85
1119,84
1120,83
1121,82
1122,81
1123,80
1124,79
1125,78
1126,77
1127,76
1128,75
1129,74
1130,73
1131,72
1132,71
1133,70
1134,69
1135,68
1136,67
1137,66
1138,65
1139,64
1140,63
1141,62
1142,61
1143,60
1144,59
1145,58
1146,57
1147,56
1148,55
1149,54
1150,53
1151,52
1152,51
1153,50
1154,49
1155,48
1156,47
1157,46
1158,45
1159,44
1160,43
1161,42
1162,41
1163,40
1164,39
1165,38
1166,37
1167,36
1168,35
1169,34
1170,33
1171,32
1172,31
1173,32
1174,31
1175,32
1176,33
1177,34
1178,35
1179,36
1180,37
1181,36
1182,37
1183,36
1184,35
1185,34
1186,33
1187,34
1188,35
1189,36
1190,37
1191,38
1192,39
1193,40
1194,41
1195,42
1196,43
1197,44
1198,45
1199,46
1200,47
1201,48
1202,49
1203,50
1204,51
1205,52
1206,53
1207,54
1208,55
1209,56
1210,57
1211,58
1212,59
1213,60
1214,61
1215,62
1216,63
1217,64
1218,65
1219,66
1220,67
1221,68
1222,69
1223,70
1224,71
1225,70
1226,69
1227,70
1228,69
1229,70
1230,69
1231,68
1232,67
1233,66
1234,65
1235,64
1236,63
1237,62
1238,61
1239,60
1240,59
1241,58
1242,57
1243,56
1244,57
1245,58
1246,59
1247,60
1248,61
1249,62
1250,63
1251,64
1252,65
1253,66
1254,67
1255,68
1256,69
1257,68
1258,67
1259,66
1260,65
1261,64
1262,63
1263,62
1264,61
1265,62
1266,61
1267,60
1268,59
1269,58
1270,57
1271,56
1272,55
1273,54
1274,53
1275,52
1276,51
1277,50
1278,51
1279,50
1280,51
1281,52
1282,51
1283,50
1284,49
1285,48
1286,47
1287,48
1288,49
1289,50
1290,51
1291,52
1292,53
1293,54
1294,55
1295,54
1296,53
1297,52
1298,51
1299,50
1300,49
1301,48
1302,49
1303,48
1304,49
1305,50
1306,51
1307,50
1308,49
1309,50
1310,49
1311,48
1312,49
1313,50
1314,51
1315,52
1316,53
1317,54
1318,55
1319,54
1320,55
1321,56
1322,57
1323,56
1324,57
1325,56
1326,55
1327,54
1328,53
1329,52
1330,51
1331,50
1332,49
1333,48
1334,47
1335,48
1336,49
1337,50
1338,51
1339,52
1340,53
1341,54
1342,55
1343,56
1344,57
1345,58
1346,59
1347,60
1348,61
1349,62
1350,63
1351,64
1352,65
1353,66
1354,67
1355,68
1356,69
1357,70
1358,71
1359,72
1360,73
1361,74
1362,75
1363,76
1364,77
1365,78
1366,79
1367,80
1368,81
1369,82
1370,83
1371,84
1372,85
1373,86
1374,87
1375,88
1376,87
1377,88
1378,87
1379,86
1380,85
1381,84
1382,83
1383,82
1384,81
1385,82
1386,81
1387,80
1388,81
1389,80
1390,79
1391,80
1392,79
1393,78
1394,77
1395,76
1396,75
1397,74
1398,75
1399,74
1400,73
1401,72
1402,71
1403,70
1404,69
1405,68
1406,67
1407,66
1408,65
1409,64
1410,63
1411,62
1412,61
1413,60
1414,59
1415,58
1416,57
1417,56
1418,55
1419,54
1420,53
1421,52
1422,51
1423,50
1424,49
1425,50
1426,51
1427,52
1428,53
1429,54
1430,55
1431,56
1432,57
1433,58
1434,59
1435,60
1436,61
1437,62
1438,61
1439,62
1440,63
1441,64
1442,65
1443,66
1444,67
1445,68
1446,69
1447,70
1448,71
1449,72
1450,73
1451,74
1452,75
1453,74
1454,73
1455,74
1456,73
1457,72
1458,71
1459,70
1460,69
1461,68
1462,67
1463,66
1464,65
1465,64
1466,63
1467,62
1468,61
1469,60
1470,59
1471,58
1472,57
1473,56
1474,55
1475,54
1476,53
1477,52
1478,51
1479,50
1480,49
1481,48
1482,49
1483,48
1484,47
1485,48
1486,47
1487,48
1488,49
1489,48
1490,49
1491,50
1492,49
1493,50
1494,51
1495,52
1496,53
1497,54
1498,55
1499,56
1500,55
1501,54
1502,53
1503,52
1504,51
1505,50
1506,49
1507,48
1508,49
1509,50
1510,49
1511,48
1512,47
1513,46
1514,47
1515,48
1516,49
1517,50
1518,51
1519,52
1520,53
1521,54
1522,55
1523,56
1524,57
1525,58
1526,59
1527,60
1528,59
1529,58
1530,57
1531,58
1532,57
1533,56
1534,57
1535,56
1536,57
1537,58
1538,59
1539,58
1540,57
1541,56
1542,55
1543,56
1544,55
1545,54
1546,55
1547,54
1548,55
1549,54
1550,53
1551,54
1552,55
1553,56
1554,57
1555,58
1556,59
1557,60
1558,61
1559,62
1560,61
1561,62
1562,61
1563,62
1564,61
1565,60
1566,59
1567,60
1568,61
1569,62
1570,63
1571,64
1572,63
1573,62
1574,63
1575,62
1576,61
1577,62
1578,63
1579,64
1580,65
1581,64
1582,63
1583,62
1584,61
1585,62
1586,61
1587,60
1588,59
1589,60
1590,61
1591,62
1592,63
1593,64
1594,65
1595,66
1596,67
1597,68
1598,69
1599,70
1600,71
1601,72
1602,73
1603,74
1604,75
1605,76
1606,77
1607,78
1608,79
1609,80
1610,81
1611,82
1612,83
1613,84
1614,85
1615,86
1616,87
1617,88
1618,89
1619,90
1620,91
1621,92
1622,93
1623,94
1624,95
1625,96
1626,97
1627,98
1628,99
1629,100
1630,99
1631,98
1632,99
1633,100
1634,99
1635,98
1636,97
1637,96
1638,95
1639,94
1640,93
1641,92
1642,91
1643,90
1644,89
1645,88
1646,87
1647,86
1648,85
1649,84
1650,83
1651,82
1652,81
1653,80
1654,79
1655,78
1656,77
1657,76
1658,75
1659,74
1660,73
1661,72
1662,71
1663,70
1664,69
1665,68
1666,67
1667,66
1668,65
1669,64
1670,63
1671,62
1672,61
1673,60
1674,59
1675,58
1676,57
1677,56
1678,55
1679,54
1680,53
1681,52
1682,51
1683,50
1684,49
1685,48
1686,47
1687,46
1688,45
1689,44
1690,43
1691,44
1692,45
1693,46
1694,47
1695,48
1696,49
1697,50
1698,51
1699,52
1700,53
1701,54
1702,55
1703,54
1704,53
1705,54
1706,53
1707,54
1708,55
1709,56
1710,57
1711,56
1712,57
1713,58
1714,59
1715,60
1716,61
1717,62
1718,63
1719,62
1720,61
1721,60
1722,59
1723,60
1724,59
1725,60
1726,61
1727,60
1728,61
1729,60
1730,59
1731,58
1732,57
1733,56
1734,55
1735,54
1736,53
1737,52
1738,51
1739,50
1740,49
1741,48
1742,47
1743,46
1744,45
1745,44
1746,43
1747,42
1748,41
1749,40
1750,39
1751,38
1752,37
1753,36
1754,35
1755,34
1756,33
1757,32
1758,31
1759,30
1760,31
1761,32
1762,33
1763,34
1764,35
1765,36
1766,37
1767,38
1768,39
1769,40
1770,41
1771,40
1772,41
1773,40
1774,39
1775,38
1776,37
1777,36
1778,35
1779,34
1780,33
1781,32
1782,33
1783,32
1784,31
1785,30
1786,29
1787,28
1788,27
1789,26
1790,25
1791,24
1792,23
1793,22
1794,21
1795,20
1796,19
1797,18
1798,17
1799,16
1800,17
1801,16
1802,17
1803,18
1804,19
1805,20
1806,21
1807,22
1808,23
1809,24
1810,25
1811,26
1812,27
1813,28
1814,29
1815,30
1816,31
1817,32
1818,33
1819,34
1820,35
1821,36
1822,37
1823,38
1824,39
1825,40
1826,41
1827,42
1828,43
1829,44
1830,45
1831,46
1832,47
1833,48
1834,49
1835,50
1836,51
1837,52
1838,53
1839,54
1840,55
1841,56
1842,57
1843,58
1844,59
1845,60
1846,61
1847,62
1848,63
1849,64
1850,65
1851,66
1852,67
1853,68
1854,69
1855,70
1856,71
1857,72
1858,73
1859,74
1860,75
1861,76
1862,77
1863,78
1864,79
1865,80
1866,81
1867,82
1868,83
1869,84
1870,85
1871,86
1872,87
1873,88
1874,87
1875,88
1876,87
1877,86
1878,85
1879,84
1880,83
1881,82
1882,81
1883,80
1884,79
1885,80
1886,79
1887,80
1888,81
1889,82
1890,83
1891,82
1892,81
1893,80
1894,79
1895,78
1896,77
1897,76
1898,75
1899,74
1900,75
1901,76
1902,77
1903,78
1904,79
1905,80
1906,81
1907,82
1908,83
1909,84
1910,85
1911,86
1912,87
1913,88
1914,89
1915,90
1916,91
1917,92
1918,93
1919,94
1920,95
1921,96
1922,97
1923,98
1924,99
1925,100
1926,99
1927,98
1928,97
1929,96
1930,95
1931,94
1932,93
1933,92
1934,91
1935,90
1936,89
1937,88
1938,87
1939,86
1940,85
1941,84
1942,83
1943,82
1944,81
1945,80
1946,79
1947,78
1948,77
1949,76
1950,75
1951,74
1952,73
1953,72
1954,71
1955,70
1956,69
1957,68
1958,67
1959,66
1960,65
1961,66
1962,65
1963,66
1964,67
1965,68
1966,69
1967,70
1968,71
1969,72
1970,73
1971,74
1972,73
1973,72
1974,71
1975,70
1976,69
1977,68
1978,67
1979,66
1980,65
1981,64
1982,63
1983,62
1984,61
1985,60
1986,59
1987,58
1988,57
1989,56
1990,55
1991,54
1992,53
1993,52
1994,51
1995,52
1996,53
1997,54
1998,55
1999,56
2000,57
2001,58
2002,59
2003,60
2004,61
2005,62
2006,63
2007,64
2008,65
2009,66
2010,67
2011,68
2012,69
2013,70
2014,71
2015,72
2016,73
2017,74
2018,75
2019,76
2020,77
2021,78
2022,79
2023,80
2024,81
2025,82
2026,83
2027,84
2028,85
2029,86
2030,87
2031,88
2032,89
2033,90
2034,91
2035,92
2036,93
2037,94
2038,95
2039,96
2040,97
2041,98
2042,99
2043,100
2044,99
2045,98
2046,97
2047,96
2048,95
2049,94
2050,93
2051,92
2052,91
2053,90
2054,89
2055,88
2056,87
2057,86
2058,85
2059,84
2060,83
2061,82
2062,81
2063,80
2064,79
2065,78
2066,77
2067,76
2068,75
2069,74
2070,73
2071,72
2072,71
2073,70
2074,69
2075,68
2076,67
2077,66
2078,65
2079,64
2080,63
2081,62
2082,61
2083,60
2084,59
2085,58
2086,57
2087,56
2088,55
2089,54
2090,53
2091,52
2092,51
2093,50
2094,49
2095,48
2096,47
2097,46
2098,45
2099,44
2100,43
2101,42
2102,41
2103,40
2104,39
2105,38
2106,37
2107,36
2108,35
2109,34
2110,33
2111,32
2112,31
2113,30
2114,29
2115,28
2116,27
2117,26
2118,25
2119,24
2120,23
2121,22
2122,21
2123,20
2124,19
2125,18
2126,19
2127,18
2128,17
2129,16
2130,15
2131,14
2132,13
2133,12
2134,11
2135,10
2136,9
2137,8
2138,7
2139,6
2140,5
2141,4
2142,5
2143,4
2144,3
2145,4
2146,3
2147,2
2148,3
2149,2
2150,1
2151,2
2152,1
2153,2
2154,1
2155,0
2156,1
2157,0
2158,1
2159,0
2160,1
2161,0
2162,1
2163,0
2164,1
2165,0
2166,1
2167,2
2168,3
2169,4
2170,5
2171,6
2172,7
2173,8
2174,9
2175,10
2176,11
2177,10
2178,11
2179,10
2180,9
2181,8
2182,7
2183,6
2184,5
2185,4
2186,3
2187,2
2188,1
2189,0
2190,1
2191,2
2192,3
2193,4
2194,5
2195,6
2196,5
2197,4
2198,3
2199,2
2200,1
2201,0
2202,1
2203,2
2204,3
2205,2
2206,3
2207,2
2208,1
2209,0
2210,1
2211,0
2212,1
2213,0
2214,1
2215,0
2216,1
2217,0
2218,1
2219,0
2220,1
2221,0
2222,1
2223,2
2224,3
2225,4
2226,5
2227,6
2228,7
2229,8
2230,9
2231,10
2232,11
2233,12
2234,11
2235,10
2236,9
2237,10
2238,9
2239,8
2240,7
2241,6
2242,5
2243,4
2244,3
2245,2
2246,1
2247,0
2248,1
2249,0
2250,1
2251,0
2252,1
2253,0
2254,1
2255,0
2256,1
2257,0
2258,1
2259,0
2260,1
2261,0
2262,1
2263,0
2264,1
2265,0
2266,1
2267,0
2268,1
2269,0
2270,1
2271,0
2272,1
2273,0
2274,1
2275,0
2276,1
2277,2
2278,3
2279,2
2280,3
2281,2
2282,1
2283,0
2284,1
2285,0
2286,1
2287,0
2288,1
2289,0
2290,1
2291,2
2292,3
2293,2
2294,1
2295,0
2296,1
2297,2
2298,1
2299,0
2300,1
2301,2
2302,1
2303,0
2304,1
2305,2
2306,1
2307,0
2308,1
2309,0
2310,1
2311,0
2312,1
2313,0
2314,1
2315,2
2316,3
2317,2
2318,1
2319,0
2320,1
2321,2
2322,1
2323,2
2324,1
2325,0
2326,1
2327,0
2328,1
2329,0
2330,1
2331,2
2332,3
2333,4
2334,5
2335,6
2336,7
2337,8
2338,9
2339,10
2340,11
2341,12
2342,13
2343,14
2344,15
2345,16
2346,17
2347,16
2348,17
2349,16
2350,15
2351,14
2352,13
2353,14
2354,15
2355,14
2356,15
2357,14
2358,15
2359,14
2360,13
2361,12
2362,11
2363,12
2364,13
2365,14
2366,15
2367,16
2368,17
2369,18
2370,19
2371,20
2372,21
2373,22
2374,23
2375,24
2376,25
2377,24
2378,23
2379,22
2380,21
2381,22
2382,21
2383,22
2384,21
2385,20
2386,21
2387,22
2388,21
2389,20
2390,19
2391,18
2392,19
2393,18
2394,19
2395,18
2396,19
2397,18
2398,19
2399,18
2400,19
2401,20
2402,21
2403,22
2404,23
2405,24
2406,25
2407,24
2408,23
2409,22
2410,21
2411,20
2412,19
2413,18
2414,17
2415,16
2416,15
2417,16
2418,17
2419,18
2420,19
2421,20
2422,21
2423,22
2424,23
2425,24
2426,25
2427,26
2428,27
2429,28
2430,29
2431,30
2432,31
2433,32
2434,33
2435,34
2436,35
2437,36
2438,37
2439,38
2440,39
2441,40
2442,41
2443,42
2444,43
2445,44
2446,45
2447,46
2448,47
2449,48
2450,47
2451,48
2452,47
2453,46
2454,45
2455,44
2456,45
2457,46
2458,47
2459,48
2460,49
2461,50
2462,51
2463,52
2464,53
2465,54
2466,55
2467,56
2468,57
2469,58
2470,59
2471,60
2472,61
2473,62
2474,63
2475,64
2476,65
2477,66
2478,67
2479,68
2480,69
2481,70
2482,71
2483,72
2484,73
2485,74
2486,75
2487,76
2488,77
2489,78
2490,79
2491,80
2492,81
2493,82
2494,83
2495,84
2496,85
2497,86
2498,87
2499,88
2500,89
2501,90
2502,91
2503,92
2504,93
2505,94
2506,95
2507,96
2508,97
2509,98
2510,99
2511,100
2512,99
2513,98
2514,99
2515,98
2516,99
2517,98
2518,97
2519,98
2520,99
2521,98
2522,99
2523,98
2524,99
2525,98
2526,97
2527,96
2528,95
2529,94
2530,93
2531,92
2532,91
2533,92
2534,93
2535,94
2536,95
2537,96
2538,97
2539,98
2540,99
2541,98
2542,97
2543,96
2544,95
2545,94
2546,93
2547,92
2548,91
2549,90
2550,89
2551,88
2552,87
2553,86
2554,85
2555,84
2556,83
2557,82
2558,81
2559,80
2560,79
2561,78
2562,77
2563,76
2564,75
2565,74
2566,73
2567,72
2568,71
2569,70
2570,69
2571,68
2572,67
2573,66
2574,65
2575,66
2576,65
2577,64
2578,63
2579,62
2580,61
2581,60
2582,59
2583,58
2584,57
2585,56
2586,57
2587,58
2588,59
2589,58
2590,59
2591,60
2592,61
2593,62
2594,61
2595,62
2596,61
2597,62
2598,61
2599,62
2600,63
2601,64
2602,65
2603,66
2604,67
2605,68
2606,69
2607,70
2608,71
2609,72
2610,73
2611,74
2612,75
2613,74
2614,73
2615,74
2616,75
2617,76
2618,77
2619,78
2620,79
2621,78
2622,79
2623,78
2624,79
2625,78
2626,77
2627,76
2628,75
2629,74
2630,73
2631,72
2632,71
2633,72
2634,73
2635,74
2636,75
2637,76
2638,77
2639,78
2640,79
2641,80
2642,81
2643,82
2644,83
2645,84
2646,85
2647,86
2648,87
2649,88
2650,89
2651,90
2652,91
2653,90
2654,91
2655,90
2656,89
2657,90
2658,89
2659,90
2660,89
2661,88
2662,87
2663,86
2664,85
2665,84
2666,83
2667,82
2668,81
2669,80
2670,79
2671,78
2672,77
2673,76
2674,75
2675,74
2676,73
2677,72
2678,71
2679,70
2680,69
2681,68
2682,67
2683,66
2684,65
2685,64
2686,63
2687,62
2688,61
2689,60
2690,59
2691,58
2692,57
2693,56
2694,55
2695,54
2696,53
2697,52
2698,51
2699,50
2700,49
2701,48
2702,47
2703,46
2704,45
2705,44
2706,43
2707,42
2708,41
2709,40
2710,39
2711,38
2712,37
2713,36
2714,35
2715,34
2716,33
2717,32
2718,31
2719,30
2720,29
2721,28
2722,27
2723,26
2724,25
2725,24
2726,23
2727,22
2728,21
2729,20
2730,19
2731,18
2732,17
2733,16
2734,15
2735,14
2736,13
2737,12
2738,11
2739,10
2740,9
2741,8
2742,7
2743,6
2744,5
2745,4
2746,3
2747,2
2748,1
2749,0
2750,1
2751,0
2752,1
2753,0
2754,1
2755,0
2756,1
2757,2
2758,1
2759,0
2760,1
2761,2
2762,3
2763,4
2764,5
2765,4
2766,5
2767,4
2768,3
2769,2
2770,1
2771,2
2772,1
2773,0
2774,1
2775,0
2776,1
2777,0
2778,1
2779,0
2780,1
2781,2
2782,3
2783,4
2784,3
2785,2
2786,1
2787,0
2788,1
2789,2
2790,1
2791,2
2792,1
2793,2
2794,1
2795,2
2796,1
2797,0
2798,1
2799,2
2800,1
2801,0
2802,1
2803,0
2804,1
2805,2
2806,3
2807,4
2808,5
2809,6
2810,5
2811,4
2812,3
2813,2
2814,1
2815,0
2816,1
2817,0
2818,1
2819,0
2820,1
2821,0
2822,1
2823,0
2824,1
2825,0
2826,1
2827,0
2828,1
2829,2
2830,3
2831,4
2832,5
2833,6
2834,7
2835,8
2836,9
2837,10
2838,11
2839,12
2840,13
2841,14
2842,13
2843,12
2844,11
2845,12
2846,11
2847,12
2848,11
2849,12
2850,11
2851,10
2852,9
2853,8
2854,7
2855,6
2856,5
2857,4
2858,3
2859,2
2860,1
2861,0
2862,1
2863,2
2864,3
2865,4
2866,5
2867,6
2868,7
2869,6
2870,7
2871,6
2872,5
2873,4
2874,3
2875,2
2876,1
2877,0
2878,1
2879,0
2880,1
2881,0
2882,1
2883,2
2884,3
2885,4
2886,5
2887,6
2888,7
2889,6
2890,5
2891,4
2892,3
2893,2
2894,3
2895,2
2896,1
2897,0
2898,1
2899,0
2900,1
2901,0
2902,1
2903,0
2904,1
2905,0
2906,1
2907,2
2908,3
2909,4
2910,5
2911,6
2912,5
2913,6
2914,7
2915,6
2916,7
2917,6
2918,5
2919,4
2920,5
2921,6
2922,7
2923,6
2924,5
2925,4
2926,3
2927,2
2928,3
2929,2
2930,3
2931,2
2932,3
2933,2
2934,1
2935,0
2936,1
2937,0
2938,1
2939,2
2940,3
2941,4
2942,5
2943,4
2944,3
2945,4
2946,5
2947,6
2948,7
2949,8
2950,9
2951,8
2952,9
2953,10
2954,9
2955,8
2956,7
2957,6
2958,5
2959,4
2960,5
2961,6
2962,7
2963,6
2964,5
2965,4
2966,3
2967,2
2968,1
2969,0
2970,1
2971,2
2972,3
2973,4
2974,5
2975,6
2976,7
2977,6
2978,5
2979,4
2980,5
2981,4
2982,3
2983,2
2984,3
2985,4
2986,5
2987,4
2988,3
2989,2
2990,3
2991,2
2992,1
2993,0
2994,1
